,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1030,CHEMBL124345,28.0,nM,N#Cc1c(N)nc(SCc2ncc[nH]2)c(C#N)c1-c1ccccc1,7.552841968657781,332.08441538399995,6,2,3.0895600000000014,True
1031,CHEMBL595131,28.0,nM,COc1cccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)c1,7.552841968657781,335.1382247840001,6,2,2.0594,True
1032,CHEMBL3314882,28.1,nM,O=C(Cc1ccccc1)Nc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,7.55129368009492,466.175338564,7,2,3.538000000000002,True
1034,CHEMBL466021,28.8,nM,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(CCC)c1=O,7.540607512240769,460.211055376,6,2,4.727000000000003,True
1035,CHEMBL3314903,28.9,nM,CCOC(=O)c1cnc(NC2CCC2)n2nc(-c3ccco3)nc12,7.539102157243452,327.133139404,8,1,2.5254000000000003,True
1037,CHEMBL596075,29.0,nM,Cc1cccnc1CNC(=O)c1cc(-c2cccc(C#N)c2)nc(N)n1,7.537602002101044,344.13855913200007,6,2,2.2308999999999997,True
1038,CHEMBL408918,29.0,nM,Nc1nc(C#C[C@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.537602002101044,397.1386187079999,10,5,-0.8949000000000005,True
1039,CHEMBL259283,29.0,nM,Cc1nc(C(=O)c2cccs2)c2sccc2n1,7.537602002101044,260.007804876,5,0,3.292220000000002,True
1040,CHEMBL1171524,29.0,nM,COc1ccc(N(CCCO)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.537602002101044,417.11585534,6,2,3.4316000000000013,True
1041,CHEMBL4089405,29.0,nM,COc1cnc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc(Cl)cc3)nc12,7.537602002101044,462.11285389600005,8,1,3.9860000000000024,True
1042,CHEMBL222907,29.3,nM,Nc1nc(OCCc2c[nH]c3cc(Cl)ccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.53313237964589,460.12619545199993,10,5,0.7761999999999993,True
1043,CHEMBL4287636,29.7,nM,CNc1ncc(C(=O)NCCc2ccccc2)c2nc(-c3ccco3)nn12,7.527243550682788,362.14912381600004,7,2,2.3985000000000003,True
1044,CHEMBL4071338,29.8,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(NCc5cccc(Cl)c5)ncnc43)[C@H](O)[C@@H]2O)n1,7.525783735923745,457.13776318,12,3,1.0900999999999998,True
1045,CHEMBL265695,30.0,nM,CCc1nc(-c2ccco2)c2sccc2n1,7.522878745280337,230.05138394,4,0,3.513700000000002,True
1046,CHEMBL1935744,30.0,nM,CCCn1cc2nc(N)n3nc(-c4ccco4)nc3c2c1,7.522878745280337,282.12290906799996,7,1,2.3312,True
1048,CHEMBL409547,30.0,nM,O=C(c1ccoc1)c1nc(C(F)(F)F)nc2ccsc12,7.522878745280337,298.00238306000006,5,0,3.5341000000000005,True
1049,CHEMBL3935610,30.0,nM,Nc1nc(NCCc2ccccc2)nc2sc(-c3ccco3)nc12,7.522878745280337,337.09973110000004,7,2,3.5831000000000017,True
1050,CHEMBL595363,30.0,nM,COc1ccccc1-c1cc(C(=O)NCc2ncccc2C)nc(N)n1,7.522878745280337,349.1538748480001,6,2,2.3678199999999996,True
1051,CHEMBL4293876,30.0,nM,O=C(CCN1CCc2ccccc2C1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,7.522878745280337,453.16885621599994,6,1,5.734700000000005,True
1052,CHEMBL1081812,30.0,nM,O=C(Nc1ccc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,7.522878745280337,305.11642672,4,1,3.752100000000002,True
1053,CHEMBL348975,30.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,7.522878745280337,402.15527181600004,8,2,3.7063200000000016,True
1055,CHEMBL583960,30.5,nM,Cn1cc2c(nc(NC(=O)Cc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,7.515700160653214,407.08975036800007,8,1,3.105600000000001,True
1056,CHEMBL4557250,31.0,nM,N#Cc1c(N)nc(SCc2cccc(CO)c2)c(C#N)c1-c1ccco1,7.508638306165727,362.08374668799996,7,2,3.451760000000002,True
1057,CHEMBL349954,31.0,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.508638306165727,484.1583065080001,8,2,5.196900000000004,True
1058,CHEMBL1384623,31.0,nM,Nc1nn(-c2ccccc2)nc1C(=O)OCc1ccccc1,7.508638306165727,294.111675688,6,1,2.2065,True
1059,CHEMBL467867,31.0,nM,Nc1nc(-c2cncs2)c2nnn(Cc3ccccc3F)c2n1,7.508638306165727,327.07024254,8,1,2.1144,True
1060,CHEMBL608980,31.0,nM,Nc1nc(C(=O)NCc2ccccn2)cc(-c2cccc(Cl)c2)n1,7.508638306165727,339.08868774800004,5,2,2.7042,True
1061,CHEMBL373827,31.0,nM,CSc1nc(N)nc(-c2cccc(-c3ccc4[nH]ccc4c3)c2)n1,7.508638306165727,333.10481648000007,5,2,3.9910000000000014,True
1062,CHEMBL123705,31.0,nM,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(C(F)(F)F)cc3)nn12,7.508638306165727,360.13102914000007,5,1,4.029000000000003,True
1063,CHEMBL3934661,31.0,nM,CN1CCN(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)CC1,7.508638306165727,343.18690629200006,10,2,0.020800000000000374,True
1064,CHEMBL593058,31.0,nM,Nc1nc(C(=O)NCc2ccccn2)cc(-c2ccccc2Cl)n1,7.508638306165727,339.08868774800004,5,2,2.7042,True
1066,CHEMBL491318,31.0,nM,CCNc1ncc2c(n1)n(-c1cccc(OC)c1)c(=O)n2Cc1c(F)cccc1F,7.508638306165727,411.15068128800004,7,1,3.3491000000000017,True
1067,CHEMBL201145,31.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)cc2n(CCC)c1=O,7.508638306165727,538.121567444,6,2,4.758300000000003,True
1068,CHEMBL576369,31.3,nM,Cn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1,7.504455662453552,379.08514365600007,9,1,2.5137,True
1069,CHEMBL578007,31.7,nM,O=C(COc1ccc(Cl)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.498940737782249,513.13161518,9,1,4.647600000000004,True
1070,CHEMBL2113496,31.8,nM,CCCCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,7.497572880015567,375.19065428,9,4,0.3418999999999997,True
1071,CHEMBL455264,32.0,nM,N#Cc1c(-c2cccs2)cc(-c2cccs2)nc1N,7.494850021680094,283.02378928800005,5,1,3.9924800000000014,True
1072,CHEMBL604535,32.0,nM,COc1ccc(Cl)cc1Nc1nc(N)nc(-c2oc3ccccc3c2C)n1,7.494850021680094,381.099252432,7,2,4.581020000000001,True
1073,CHEMBL4288178,32.0,nM,CNc1ncc(C(=O)OCc2ccccc2Cl)c2nc(-c3ccco3)nn12,7.494850021680094,383.07851698800005,8,1,3.4364000000000017,True
1074,CHEMBL3314895,32.0,nM,CCOC(=O)c1cnc(NCc2ccccc2)n2nc(-c3ccco3)nc12,7.494850021680094,363.133139404,8,1,3.1731000000000016,True
1075,CHEMBL3934626,32.0,nM,COc1ccc(CCNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1,7.494850021680094,367.110295784,8,2,3.5917000000000012,True
1076,CHEMBL1671937,32.0,nM,Cc1cc(C(=O)Nc2nccs2)cc(Cl)c1NC(=O)CC(C)(C)C,7.494850021680094,365.09647556,4,2,4.731920000000003,True
1077,CHEMBL4292571,32.5,nM,CNc1ncc(C(=O)OCc2cccc(F)c2)c2nc(-c3ccco3)nn12,7.488116639021126,367.108067528,8,1,2.9221000000000013,True
1078,CHEMBL210585,32.6,nM,Cn1c(=O)c2nc(-c3ccc(S(=O)(=O)NCCc4ccccc4)cc3)[nH]c2n(C)c1=O,7.486782399932061,439.1314251520001,7,2,1.1482999999999999,True
1079,CHEMBL430230,32.9,nM,N#Cc1c(-c2ccccc2)nc(NC(=O)c2ccc(Cl)cc2)nc1-c1ccccc1,7.482804102050026,410.09343878000004,4,1,5.5879800000000035,True
1080,CHEMBL521742,33.0,nM,COc1cccc(-n2c(=O)n(Cc3ccccc3F)c3cnc(NC4CC4)nc32)c1,7.481486060122112,405.1601031000001,7,1,3.352500000000001,True
1081,CHEMBL1222304,33.0,nM,Cc1nc(-c2sc(NC(=O)CC(C)C)nc2-c2ccccc2)no1,7.481486060122112,342.11504681599996,6,1,4.153120000000002,True
1082,CHEMBL3087717,33.0,nM,Nc1ncnc2c1nc(-c1ccco1)n2CCO,7.481486060122112,245.091274592,7,2,0.6607999999999998,True
1083,CHEMBL3694774,33.0,nM,Nc1nc(-n2cccn2)nc(N2CCC2)c1Br,7.481486060122112,294.022856452,6,1,1.2171,True
1084,CHEMBL410498,33.0,nM,O=C(c1ccco1)c1nc(C(F)(F)F)nc2ccsc12,7.481486060122112,298.00238306000006,5,0,3.5341000000000005,True
1087,CHEMBL4449870,33.6,nM,N#Cc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1,7.4736607226101555,329.07351635200007,6,1,3.8741800000000017,True
1089,CHEMBL2070507,34.0,nM,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CCC2)[C@@H](O)[C@H]1O,7.468521082957745,334.13895305599993,9,4,-1.3035999999999996,True
1091,CHEMBL3677916,34.0,nM,O=C(c1ccc2c(-c3cnc4ccc(F)cn34)nn(Cc3ccccc3)c2c1)N1CCCCCC1,7.468521082957745,467.21213867200004,5,0,5.554600000000005,True
1093,CHEMBL3677908,34.0,nM,CCN(C(=O)c1ccc(C(=O)c2cnc3ccc(F)cn23)cc1Cl)C1CCCCC1,7.468521082957745,427.14628287600004,4,0,5.152600000000004,True
1094,CHEMBL4172715,34.0,nM,Cc1ccc(-c2nc3c(N)nc(NCc4cccs4)nc3s2)o1,7.468521082957745,343.056152036,8,2,3.9105200000000018,True
1095,CHEMBL164509,34.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.468521082957745,470.1426564440001,8,2,4.806800000000003,True
1096,CHEMBL512290,34.7,nM,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,7.459670525209126,404.14845512,6,2,2.9810000000000008,True
1097,CHEMBL196436,34.9,nM,Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3)c2n1,7.45717457304082,291.1120100360001,6,1,2.716800000000001,True
1098,CHEMBL1076562,35.0,nM,O=C(Nc1ccc(Br)c(-c2ccco2)n1)C1CC1,7.455931955649724,306.00038969200006,3,1,3.4526000000000012,True
1099,CHEMBL3694776,35.0,nM,CN(C)c1nc(-n2cccn2)nc(N)c1Br,7.455931955649724,282.022856452,6,1,1.073,True
1100,CHEMBL1271325,35.0,nM,N#Cc1cccc(C(=O)Nc2nc3cc(C(=O)N4CCCCC4)cnc3n2Cc2ccncc2)c1,7.455931955649724,465.1913229760001,7,1,3.6246800000000023,True
1101,CHEMBL112195,35.0,nM,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.455931955649724,375.033086788,6,1,2.570000000000001,True
1102,CHEMBL259111,35.0,nM,Nc1nc(-c2nccs2)c2sccc2n1,7.455931955649724,234.003388192,6,1,2.3970000000000002,True
1103,CHEMBL1172269,35.0,nM,COc1ccc(N(CC(F)(F)F)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.455931955649724,441.07702522000005,5,1,4.611500000000003,True
1104,CHEMBL4463929,35.3,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)c(OC)c5)CC4)cc3)[nH]c2c1=O,7.452225294612178,558.145216644,8,2,2.6628,True
1105,CHEMBL440416,35.3,nM,CC(C)C(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1,7.452225294612178,342.148061196,4,1,4.276780000000003,True
1106,CHEMBL467271,35.5,nM,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cnccn4)cc3)cc2n(CCC)c1=O,7.449771646944906,462.20155331200004,8,2,3.517000000000002,True
1107,CHEMBL437804,36.0,nM,Nc1nc(-c2ccco2)c2cnn(Cc3ccco3)c2n1,7.443697499232712,281.09127459200005,7,1,2.3098,True
1108,CHEMBL131175,36.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.443697499232712,530.264153568,10,5,3.036300000000002,True
1109,CHEMBL3740631,36.0,nM,CCCn1c(Br)nc2c(N)nc(NCc3ccccc3)nc21,7.443697499232712,360.06980664400004,6,2,3.193100000000001,True
1110,CHEMBL3948763,36.0,nM,Nc1ncc(-c2ccnc(C3CC3)c2)c(-c2ccccc2)n1,7.443697499232712,288.13749651200004,4,1,3.6652000000000022,True
1111,CHEMBL4098127,36.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CCN(c5ccc(OC(F)(F)F)cc5)C4=O)c3)nc2n(CCC)c1=O,7.443697499232712,559.215487036,9,1,3.5215000000000023,True
1113,CHEMBL404744,36.0,nM,Cc1ccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccc(C)o3)n2)cc1,7.443697499232712,406.109961436,7,1,4.4944400000000035,True
1114,CHEMBL596088,36.0,nM,Cc1ccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)cc1,7.443697499232712,319.14331016400007,5,2,2.3592199999999997,True
1115,CHEMBL1671922,36.0,nM,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,7.443697499232712,317.119797848,4,2,3.770100000000002,True
1116,CHEMBL4452288,36.4,nM,Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,7.438898616350944,577.192979852,10,3,4.288300000000003,True
1117,CHEMBL1271120,37.0,nM,CC(=O)NCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCCCC3)cnc21,7.431798275933005,459.20188766000007,7,2,2.3174799999999998,True
1118,CHEMBL4282137,37.2,nM,CNc1ncc(C(=O)OCc2ccccc2C)c2nc(-c3ccco3)nn12,7.429457060118103,363.133139404,8,1,3.091420000000001,True
1119,CHEMBL3314892,37.4,nM,CCOC(=O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,7.42712839779952,313.11748934,8,1,2.1353,True
1120,CHEMBL3596507,37.5,nM,COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccccn4)C[C@H]3C)nc21,7.425968732272281,404.207307388,9,1,1.974,True
1121,CHEMBL3799921,38.0,nM,Cc1ccc(-c2nc(N)c3nn(Cc4ccccc4O)cc3n2)o1,7.42021640338319,321.12257472000005,7,2,2.7308200000000005,True
1122,CHEMBL435022,38.0,nM,CC(C)CCn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.42021640338319,445.18623759600007,9,1,3.797600000000002,True
1123,CHEMBL1171526,38.0,nM,COCCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,7.42021640338319,417.11585533999994,6,1,3.6956000000000024,True
1127,CHEMBL2180932,38.2,nM,C[C@@H](Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)c1ccccc1,7.4179366370882915,359.14945816400007,8,1,3.4441000000000015,True
1128,CHEMBL4292148,38.2,nM,CNc1ncc(C(=O)NCCOc2ccccc2)c2nc(-c3ccco3)nn12,7.4179366370882915,378.144038436,8,2,2.2348,True
1129,CHEMBL1927428,38.6,nM,CC(C)(C)OC(=O)NCCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.413412695328245,374.181486564,10,3,1.6881999999999997,True
1130,CHEMBL576018,38.7,nM,CCCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.412289034981089,451.1756729120001,8,1,4.478400000000003,True
1131,CHEMBL220535,39.0,nM,c1ccc(-c2cc(-c3ccccc3)c3nc[nH]c3n2)cc1,7.4089353929735005,271.11094741600004,2,1,4.291900000000003,True
1132,CHEMBL258534,39.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,7.4089353929735005,438.16516780399996,10,5,-0.7510999999999997,True
1133,CHEMBL1081038,39.0,nM,O=C(Nc1ccc(-c2ccncc2)c(-c2ccc(F)cc2)n1)C1CC1,7.4089353929735005,333.127740352,3,1,4.298200000000003,True
1134,CHEMBL1171898,39.0,nM,COc1ccc(N(C)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.4089353929735005,373.089640592,5,1,3.679000000000002,True
1135,CHEMBL339522,39.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NCCc4cccc(Cl)c4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.4089353929735005,488.19388108800007,10,5,2.1003000000000003,True
1137,CHEMBL1927442,39.1,nM,Nc1nc(N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12,7.407823242604133,438.13194952800006,9,1,1.9062,True
1138,CHEMBL577162,39.3,nM,Cn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.405607449624574,423.0846649880001,9,1,2.9419000000000004,True
1139,CHEMBL3314898,39.3,nM,CCOC(=O)c1cnc(NCc2ccc(F)cc2)n2nc(-c3ccco3)nc12,7.405607449624574,381.123717592,8,1,3.3122000000000016,True
1140,CHEMBL2382434,39.5,nM,O=C(CCCc1ccccc1)Nc1nc2ccccc2c(=O)s1,7.403402904373539,324.0932487519999,4,1,3.6179000000000023,True
1141,CHEMBL573360,39.6,nM,CCCCn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,7.402304814074488,491.2069730400001,8,1,5.382300000000004,True
1142,CHEMBL4079067,39.7,nM,Nc1nc2nn(Cc3ccc(C4(C(F)(F)F)N=N4)cc3)cc2c2nc(-c3ccco3)nn12,7.401209493236885,439.11169066400004,10,1,3.5454000000000025,True
1143,CHEMBL434377,39.7,nM,Nc1nc(OCCc2c[nH]c3cccc(Br)c23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.401209493236885,504.07567987199997,10,5,0.8852999999999998,True
1144,CHEMBL1650393,39.8,nM,CC(=O)Nc1cc(-c2ccsc2)nc(-c2ccsc2)n1,7.400116927926312,301.0343539720001,5,1,3.8920000000000012,True
1145,CHEMBL3596508,39.9,nM,COc1cccc2c1nc(N)n1nc(CN3CCN(c4cccnc4)C[C@H]3C)nc21,7.399027104313252,404.207307388,9,1,1.974,True
1146,CHEMBL259445,40.0,nM,CNc1nc(-c2ccco2)c2sccc2n1,7.397940008672037,231.046632908,5,1,2.9930000000000003,True
1147,CHEMBL4284595,40.0,nM,Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,7.397940008672037,266.06914218000003,5,1,3.9300000000000015,True
1149,CHEMBL520238,40.0,nM,CC(=O)Nc1cc(-c2ccncc2)nc(-n2nc(C)cc2C)n1,7.397940008672037,308.138559132,6,1,2.2995400000000004,True
1150,CHEMBL165600,40.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.397940008672037,466.0501338200001,8,2,4.160400000000003,True
1151,CHEMBL1270414,40.0,nM,CCCCNC(=O)c1cnc2c(c1)nc(NC(=O)c1cccc(C#N)c1)n2CCCOC,7.397940008672037,434.206638692,7,2,3.1216800000000013,True
1152,CHEMBL352796,40.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.397940008672037,388.13962175200004,8,2,3.397900000000001,True
1153,CHEMBL457573,40.0,nM,CC(=O)Nc1cc(N2CCC[C@@H]2COc2ccccn2)nc(-n2nc(C)cc2C)n1,7.397940008672037,407.2069730400001,8,1,2.680340000000001,True
1154,CHEMBL112897,40.0,nM,CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,7.397940008672037,488.11715076,7,1,3.0546000000000006,True
1155,CHEMBL3133075,40.0,nM,CCOc1cc2occ(-c3nc(C)cs3)c(=O)c2cc1CC,7.397940008672037,315.092914404,5,0,4.186020000000003,True
1157,CHEMBL354321,40.0,nM,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1,7.397940008672037,333.043567396,3,1,4.377900000000003,True
1158,CHEMBL341777,40.0,nM,O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.397940008672037,479.17058753200007,9,1,3.994200000000002,True
1159,CHEMBL3980049,40.0,nM,Nc1nc(NCCc2ccc(O)c(O)c2)nc2sc(-c3ccco3)nc12,7.397940008672037,369.08956034,9,4,2.9943000000000017,True
1160,CHEMBL4454417,40.7,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)c(O)c5)CC4)cc3)[nH]c2c1=O,7.39040559077478,544.1295665800001,8,3,2.3598,True
1161,CHEMBL1927426,40.9,nM,CC(C)(C)OC(=O)NCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.388276691992658,360.1658365,10,3,1.2980999999999996,True
1162,CHEMBL467366,41.0,nM,N#Cc1c(-c2ccc(O)cc2)cc(-c2ccco2)nc1N,7.387216143280264,277.08512659200005,5,2,3.1680800000000007,True
1163,CHEMBL1171163,41.0,nM,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3cnn(C)c3)sc12,7.387216143280264,373.1208604680001,7,1,2.663500000000001,True
1164,CHEMBL468556,41.0,nM,COc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)cc1,7.387216143280264,291.100776656,5,1,3.4710800000000006,True
1165,CHEMBL468701,41.0,nM,Nc1nc(-c2ncco2)c2nnn(Cc3ccccc3F)c2n1,7.387216143280264,311.09308616,8,1,1.6459,True
1166,CHEMBL4646403,41.0,nM,Nc1nc(N2CCC(CNC(=O)c3cccc(S(N)(=O)=O)c3)CC2)nc2sc(-c3ccco3)nc12,7.387216143280264,513.1252942159999,10,3,2.2223000000000006,True
1167,CHEMBL4285374,41.8,nM,CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12,7.378823718224964,364.128388372,9,2,3.000000000000001,True
1168,CHEMBL165778,42.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.376750709602099,420.1458500040001,8,2,3.927100000000002,True
1169,CHEMBL336217,42.0,nM,CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.376750709602099,479.2069730400001,8,1,5.114500000000004,True
1170,CHEMBL4094427,42.0,nM,COc1cnc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc4c(c3)OCO4)nc12,7.376750709602099,472.14165548799997,10,1,3.061300000000002,True
1171,CHEMBL4072801,42.0,nM,COc1cccc(OC(C)(C)C(=O)Nc2nc3c(OC)cnc(N4CCOCC4)c3s2)c1,7.376750709602099,458.16239093200005,9,1,3.3412000000000015,True
1172,CHEMBL1935754,42.0,nM,Nc1nc2cnn(CCc3ccccc3)c2c2nc(-c3ccco3)nn12,7.376750709602099,345.1338081,8,1,2.5589000000000004,True
1173,CHEMBL203660,42.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc[n+](C)c3)n3nc(-c4ccco4)nc23)n1.[I-],7.376750709602099,517.0471687520001,8,2,-1.2564999999999988,True
1174,CHEMBL4128596,42.0,nM,COc1cccc(CNc2nc(N)c3nc(-c4ccccc4)sc3n2)c1,7.376750709602099,363.1153811640001,7,2,3.9562000000000017,True
1176,CHEMBL3703597,42.9,nM,OC1CO[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H]1O,7.367542707815276,486.99081502000007,8,3,1.9469999999999996,True
1177,CHEMBL481817,43.0,nM,COC[C@H]1CCCN1c1cc(NC(=O)NC(C)C)nc(-n2nc(C)cc2C)n1,7.366531544420413,387.2382731680001,7,2,2.42424,True
1178,CHEMBL3100166,43.0,nM,Cc1cc(C)n(-c2nc(Nc3cnccn3)cc(-n3cccn3)n2)n1,7.366531544420413,333.1450414800001,9,1,1.9984399999999996,True
1179,CHEMBL1487093,43.0,nM,Nc1nc(-c2ccccc2)nc(-c2ccccc2O)n1,7.366531544420413,264.101111004,5,2,2.4934000000000007,True
1180,CHEMBL259938,43.0,nM,CC(C)Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.366531544420413,439.18556889999996,10,5,0.3431999999999998,True
1182,CHEMBL516871,43.0,nM,O=C(c1ccccc1)c1sc(NCc2ccco2)nc1-c1ccco1,7.366531544420413,350.072513308,6,1,4.839200000000003,True
1183,CHEMBL3314893,43.4,nM,CCOC(=O)c1cnc(NC2CCCC2)n2nc(-c3ccco3)nc12,7.36251027048749,341.148789468,8,1,2.9155000000000015,True
1184,CHEMBL3754080,43.6,nM,Fc1ccc(CNc2nc(NCc3ccc(F)cc3)n3nc(-c4ccco4)nc3n2)cc1,7.360513510731414,433.14626460400007,8,2,4.2817000000000025,True
1185,CHEMBL469136,43.7,nM,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCc5ccccc5C4)cc3)cc2n(C)c1=O,7.359518563029578,444.179755248,6,1,2.927200000000001,True
1186,CHEMBL1258076,43.9,nM,CCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.357535479757878,403.17567291200004,9,1,3.3477000000000006,True
1187,CHEMBL113009,44.0,nM,CCCN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.356547323513812,377.048736852,6,1,2.8160000000000007,True
1188,CHEMBL1672611,44.0,nM,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,7.356547323513812,306.111675688,5,1,3.147100000000002,True
1189,CHEMBL1927634,44.1,nM,Nc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,7.355561410532161,321.09742259200004,8,2,1.6137999999999997,True
1190,CHEMBL258924,44.3,nM,N#Cc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,7.35359627377693,316.09602562399994,6,1,2.9931800000000015,True
1191,CHEMBL2380383,44.3,nM,O=C(Nc1nc2ccccc2c(=O)s1)c1ccc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)cc1,7.35359627377693,518.117939276,6,1,4.5202000000000035,True
1192,CHEMBL3314913,44.4,nM,CCOC(=O)c1cnc(NCC(C)C)n2nc(-c3ccco3)nc12,7.35261702988538,329.148789468,8,1,2.6289000000000007,True
