,molecule_chembl_id,Ki,units,smiles,pKi
1080,CHEMBL521742,33.0,nM,COc1cccc(-n2c(=O)n(Cc3ccccc3F)c3cnc(NC4CC4)nc32)c1,7.481486060122112
1081,CHEMBL1222304,33.0,nM,Cc1nc(-c2sc(NC(=O)CC(C)C)nc2-c2ccccc2)no1,7.481486060122112
1082,CHEMBL3087717,33.0,nM,Nc1ncnc2c1nc(-c1ccco1)n2CCO,7.481486060122112
1083,CHEMBL3694774,33.0,nM,Nc1nc(-n2cccn2)nc(N2CCC2)c1Br,7.481486060122112
1084,CHEMBL410498,33.0,nM,O=C(c1ccco1)c1nc(C(F)(F)F)nc2ccsc12,7.481486060122112
1085,CHEMBL3416806,33.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N4CCN(c5ccc(OCc6ccc(Cl)cc6)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.481486060122112
1086,CHEMBL3416797,33.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5cc(Cl)cc(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O,7.481486060122112
1087,CHEMBL4449870,33.6,nM,N#Cc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1,7.4736607226101555
1088,CHEMBL596904,34.0,nM,CCc1cnn([C@H]2C[C@@H](n3cnc4c(NCC(CC)CC)nc(NCCc5cn(CC)cn5)nc43)[C@H](O)[C@@H]2O)c1,7.468521082957745
1089,CHEMBL3677908,34.0,nM,CCN(C(=O)c1ccc(C(=O)c2cnc3ccc(F)cn23)cc1Cl)C1CCCCC1,7.468521082957745
1090,CHEMBL164509,34.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,7.468521082957745
1091,CHEMBL4172715,34.0,nM,Cc1ccc(-c2nc3c(N)nc(NCc4cccs4)nc3s2)o1,7.468521082957745
1092,CHEMBL2070507,34.0,nM,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CCC2)[C@@H](O)[C@H]1O,7.468521082957745
1093,CHEMBL1950662,34.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5ccccc5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.468521082957745
1094,CHEMBL3677916,34.0,nM,O=C(c1ccc2c(-c3cnc4ccc(F)cn34)nn(Cc3ccccc3)c2c1)N1CCCCCC1,7.468521082957745
1095,CHEMBL3416796,34.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(F)c(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O,7.468521082957745
1096,CHEMBL512290,34.7,nM,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,7.459670525209126
1097,CHEMBL196436,34.9,nM,Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3)c2n1,7.45717457304082
1098,CHEMBL1076562,35.0,nM,O=C(Nc1ccc(Br)c(-c2ccco2)n1)C1CC1,7.455931955649724
1099,CHEMBL3694776,35.0,nM,CN(C)c1nc(-n2cccn2)nc(N)c1Br,7.455931955649724
1100,CHEMBL1271325,35.0,nM,N#Cc1cccc(C(=O)Nc2nc3cc(C(=O)N4CCCCC4)cnc3n2Cc2ccncc2)c1,7.455931955649724
1101,CHEMBL112195,35.0,nM,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.455931955649724
1102,CHEMBL259111,35.0,nM,Nc1nc(-c2nccs2)c2sccc2n1,7.455931955649724
1103,CHEMBL1172269,35.0,nM,COc1ccc(N(CC(F)(F)F)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.455931955649724
1104,CHEMBL440416,35.3,nM,CC(C)C(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1,7.452225294612178
1105,CHEMBL4463929,35.3,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)c(OC)c5)CC4)cc3)[nH]c2c1=O,7.452225294612178
1106,CHEMBL467271,35.5,nM,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cnccn4)cc3)cc2n(CCC)c1=O,7.449771646944906
1107,CHEMBL437804,36.0,nM,Nc1nc(-c2ccco2)c2cnn(Cc3ccco3)c2n1,7.443697499232712
1108,CHEMBL131175,36.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.443697499232712
1109,CHEMBL3740631,36.0,nM,CCCn1c(Br)nc2c(N)nc(NCc3ccccc3)nc21,7.443697499232712
1110,CHEMBL3948763,36.0,nM,Nc1ncc(-c2ccnc(C3CC3)c2)c(-c2ccccc2)n1,7.443697499232712
1111,CHEMBL4098127,36.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CCN(c5ccc(OC(F)(F)F)cc5)C4=O)c3)nc2n(CCC)c1=O,7.443697499232712
1112,CHEMBL3416783,36.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C(F)(F)F)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.443697499232712
1113,CHEMBL404744,36.0,nM,Cc1ccc(OCC(=O)Nc2cc(-c3nccs3)nc(-c3ccc(C)o3)n2)cc1,7.443697499232712
1114,CHEMBL596088,36.0,nM,Cc1ccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)cc1,7.443697499232712
1115,CHEMBL1671922,36.0,nM,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,7.443697499232712
1116,CHEMBL4452288,36.4,nM,Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,7.438898616350944
1117,CHEMBL1271120,37.0,nM,CC(=O)NCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCCCC3)cnc21,7.431798275933005
1118,CHEMBL4282137,37.2,nM,CNc1ncc(C(=O)OCc2ccccc2C)c2nc(-c3ccco3)nn12,7.429457060118103
1119,CHEMBL3314892,37.4,nM,CCOC(=O)c1cnc(NC2CC2)n2nc(-c3ccco3)nc12,7.42712839779952
1120,CHEMBL3596507,37.5,nM,COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccccn4)C[C@H]3C)nc21,7.425968732272281
1121,CHEMBL3799921,38.0,nM,Cc1ccc(-c2nc(N)c3nn(Cc4ccccc4O)cc3n2)o1,7.42021640338319
1122,CHEMBL435022,38.0,nM,CC(C)CCn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.42021640338319
1123,CHEMBL1171526,38.0,nM,COCCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,7.42021640338319
1124,CHEMBL368880,38.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccc(OC)cc5)nc43)[C@H](O)[C@@H]2O)n1,7.42021640338319
1125,CHEMBL601732,38.0,nM,Cc1nnnn1[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4cn(C(C)C)cn4)nc32)[C@H](O)[C@@H]1O,7.42021640338319
1126,CHEMBL2094089,38.1,nM,COc1cc(OC)cc(C(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ccccc2C)c1,7.41907502432438
1127,CHEMBL2180932,38.2,nM,C[C@@H](Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12)c1ccccc1,7.4179366370882915
1128,CHEMBL4292148,38.2,nM,CNc1ncc(C(=O)NCCOc2ccccc2)c2nc(-c3ccco3)nn12,7.4179366370882915
1129,CHEMBL1927428,38.6,nM,CC(C)(C)OC(=O)NCCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.413412695328245
1130,CHEMBL576018,38.7,nM,CCCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.412289034981089
1131,CHEMBL220535,39.0,nM,c1ccc(-c2cc(-c3ccccc3)c3nc[nH]c3n2)cc1,7.4089353929735005
1132,CHEMBL258534,39.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#C[C@H](O)c4ccccc4)nc32)[C@H](O)[C@@H]1O,7.4089353929735005
1133,CHEMBL1081038,39.0,nM,O=C(Nc1ccc(-c2ccncc2)c(-c2ccc(F)cc2)n1)C1CC1,7.4089353929735005
1134,CHEMBL1171898,39.0,nM,COc1ccc(N(C)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,7.4089353929735005
1135,CHEMBL339522,39.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NCCc4cccc(Cl)c4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.4089353929735005
1136,CHEMBL590718,39.0,nM,CCCC(=O)N[C@H]1C[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4cn(C(C)C)cn4)nc32)[C@H](O)[C@@H]1O,7.4089353929735005
1137,CHEMBL1927442,39.1,nM,Nc1nc(N2CCN(C(=O)Cc3ccc(Cl)cc3)CC2)nc2nc(-c3ccco3)nn12,7.407823242604133
1138,CHEMBL577162,39.3,nM,Cn1cc2c(nc(NC(=O)COc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,7.405607449624574
1139,CHEMBL3314898,39.3,nM,CCOC(=O)c1cnc(NCc2ccc(F)cc2)n2nc(-c3ccco3)nc12,7.405607449624574
1140,CHEMBL2382434,39.5,nM,O=C(CCCc1ccccc1)Nc1nc2ccccc2c(=O)s1,7.403402904373539
1141,CHEMBL573360,39.6,nM,CCCCn1cc2c(nc(NC(=O)Cc3ccc(-c4ccccc4)cc3)n3nc(-c4ccco4)nc23)n1,7.402304814074488
1142,CHEMBL4079067,39.7,nM,Nc1nc2nn(Cc3ccc(C4(C(F)(F)F)N=N4)cc3)cc2c2nc(-c3ccco3)nn12,7.401209493236885
1143,CHEMBL434377,39.7,nM,Nc1nc(OCCc2c[nH]c3cccc(Br)c23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.401209493236885
1144,CHEMBL1650393,39.8,nM,CC(=O)Nc1cc(-c2ccsc2)nc(-c2ccsc2)n1,7.400116927926312
1145,CHEMBL3596508,39.9,nM,COc1cccc2c1nc(N)n1nc(CN3CCN(c4cccnc4)C[C@H]3C)nc21,7.399027104313252
1146,CHEMBL3980049,40.0,nM,Nc1nc(NCCc2ccc(O)c(O)c2)nc2sc(-c3ccco3)nc12,7.3979400086720375
1147,CHEMBL457573,40.0,nM,CC(=O)Nc1cc(N2CCC[C@@H]2COc2ccccn2)nc(-n2nc(C)cc2C)n1,7.3979400086720375
1148,CHEMBL341777,40.0,nM,O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.3979400086720375
1149,CHEMBL354321,40.0,nM,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1,7.3979400086720375
1150,CHEMBL475592,40.0,nM,COCCOc1ccc(N2CCN(CCOc3cc4nc(-c5ccc(Cl)o5)nn4c(N)n3)CC2)cc1,7.3979400086720375
1151,CHEMBL3133075,40.0,nM,CCOc1cc2occ(-c3nc(C)cs3)c(=O)c2cc1CC,7.3979400086720375
1152,CHEMBL112897,40.0,nM,CCN(CC)C(=O)C1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,7.3979400086720375
1153,CHEMBL4284595,40.0,nM,Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1,7.3979400086720375
1154,CHEMBL352796,40.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.3979400086720375
1155,CHEMBL165600,40.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,7.3979400086720375
1156,CHEMBL520238,40.0,nM,CC(=O)Nc1cc(-c2ccncc2)nc(-n2nc(C)cc2C)n1,7.3979400086720375
1157,CHEMBL1950666,40.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5c[nH]cn5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.3979400086720375
1158,CHEMBL259445,40.0,nM,CNc1nc(-c2ccco2)c2sccc2n1,7.3979400086720375
1159,CHEMBL1270414,40.0,nM,CCCCNC(=O)c1cnc2c(c1)nc(NC(=O)c1cccc(C#N)c1)n2CCCOC,7.3979400086720375
1160,CHEMBL4454417,40.7,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)c(O)c5)CC4)cc3)[nH]c2c1=O,7.39040559077478
1161,CHEMBL1927426,40.9,nM,CC(C)(C)OC(=O)NCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.388276691992658
1162,CHEMBL468556,41.0,nM,COc1ccc(-c2cc(-c3ccco3)nc(N)c2C#N)cc1,7.3872161432802645
1163,CHEMBL468701,41.0,nM,Nc1nc(-c2ncco2)c2nnn(Cc3ccccc3F)c2n1,7.3872161432802645
1164,CHEMBL4646403,41.0,nM,Nc1nc(N2CCC(CNC(=O)c3cccc(S(N)(=O)=O)c3)CC2)nc2sc(-c3ccco3)nc12,7.3872161432802645
1165,CHEMBL1171163,41.0,nM,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3cnn(C)c3)sc12,7.3872161432802645
1166,CHEMBL467366,41.0,nM,N#Cc1c(-c2ccc(O)cc2)cc(-c2ccco2)nc1N,7.3872161432802645
1167,CHEMBL4285374,41.8,nM,CCOC(=O)c1cnc(NNc2ccccc2)n2nc(-c3ccco3)nc12,7.3788237182249645
1168,CHEMBL165778,42.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,7.376750709602099
1169,CHEMBL336217,42.0,nM,CC(C)CCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,7.376750709602099
1170,CHEMBL4094427,42.0,nM,COc1cnc(N2CCOCC2)c2sc(NC(=O)C(C)(C)Oc3ccc4c(c3)OCO4)nc12,7.376750709602099
1171,CHEMBL4072801,42.0,nM,COc1cccc(OC(C)(C)C(=O)Nc2nc3c(OC)cnc(N4CCOCC4)c3s2)c1,7.376750709602099
1172,CHEMBL1935754,42.0,nM,Nc1nc2cnn(CCc3ccccc3)c2c2nc(-c3ccco3)nn12,7.376750709602099
1173,CHEMBL203660,42.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc[n+](C)c3)n3nc(-c4ccco4)nc23)n1.[I-],7.376750709602099
1174,CHEMBL4128596,42.0,nM,COc1cccc(CNc2nc(N)c3nc(-c4ccccc4)sc3n2)c1,7.376750709602099
1175,CHEMBL575205,42.1,nM,O=C(Cc1ccc2ccccc2c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.375717904164332
1176,CHEMBL3703597,42.9,nM,OC1CO[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H]1O,7.367542707815276
1177,CHEMBL516871,43.0,nM,O=C(c1ccccc1)c1sc(NCc2ccco2)nc1-c1ccco1,7.366531544420413
1178,CHEMBL3416786,43.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(OC)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.366531544420413
1179,CHEMBL259938,43.0,nM,CC(C)Nc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.366531544420413
1180,CHEMBL1487093,43.0,nM,Nc1nc(-c2ccccc2)nc(-c2ccccc2O)n1,7.366531544420413
1181,CHEMBL3100166,43.0,nM,Cc1cc(C)n(-c2nc(Nc3cnccn3)cc(-n3cccn3)n2)n1,7.366531544420413
1182,CHEMBL481817,43.0,nM,COC[C@H]1CCCN1c1cc(NC(=O)NC(C)C)nc(-n2nc(C)cc2C)n1,7.366531544420413
1183,CHEMBL3314893,43.4,nM,CCOC(=O)c1cnc(NC2CCCC2)n2nc(-c3ccco3)nc12,7.36251027048749
1184,CHEMBL3754080,43.6,nM,Fc1ccc(CNc2nc(NCc3ccc(F)cc3)n3nc(-c4ccco4)nc3n2)cc1,7.360513510731414
1185,CHEMBL469136,43.7,nM,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCc5ccccc5C4)cc3)cc2n(C)c1=O,7.359518563029578
1186,CHEMBL1258076,43.9,nM,CCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.357535479757878
1187,CHEMBL113009,44.0,nM,CCCN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.356547323513812
1188,CHEMBL1672611,44.0,nM,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,7.356547323513812
1189,CHEMBL1927634,44.1,nM,Nc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,7.355561410532161
1190,CHEMBL258924,44.3,nM,N#Cc1c(N)nc(-c2ccccc2)nc1-c1ccc2c(c1)OCO2,7.3535962737769305
1191,CHEMBL2380383,44.3,nM,O=C(Nc1nc2ccccc2c(=O)s1)c1ccc(C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)cc1,7.3535962737769305
1192,CHEMBL3314913,44.4,nM,CCOC(=O)c1cnc(NCC(C)C)n2nc(-c3ccco3)nc12,7.35261702988538
1193,CHEMBL1927429,44.7,nM,CC(C)(C)OC(=O)NCCCCCNc1nc(N)n2nc(-c3ccco3)nc2n1,7.349692476868063
1194,CHEMBL260721,45.0,nM,COC(=O)c1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,7.346787486224656
1195,CHEMBL414620,45.0,nM,CC(C)(C)n1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,7.346787486224656
1196,CHEMBL4081800,45.0,nM,Nc1nc(-c2ccc(O)cc2)cn2c(=O)n(-c3ccccc3)nc12,7.346787486224656
1197,CHEMBL388145,45.0,nM,CNc1nc(Cl)nc2c1ncn2[C@@H]1SC[C@@H](O)[C@H]1O,7.346787486224656
1198,CHEMBL3765526,45.0,nM,Nc1nc(C(=O)NCC2CCCCC2)c2cccc(F)c2n1,7.346787486224656
1199,CHEMBL3098225,45.0,nM,COC[C@H]1CCCN1c1cc(Nc2ccccn2)nc(-n2nc(C)cc2C)n1,7.346787486224656
1200,CHEMBL138593,45.0,nM,O=C(COc1ccccc1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.346787486224656
1201,CHEMBL196138,45.0,nM,Cc1ccc2c(O)c(C(=O)NCc3ccco3)cnc2n1,7.346787486224656
1202,CHEMBL2113445,45.0,nM,Nc1nc(/N=N/NC(=O)Nc2ccccc2Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.346787486224656
1203,CHEMBL1222587,45.0,nM,CCn1nnc(-c2sc(NC(=O)Cc3ccc(OC)c(OC)c3)nc2-c2ccccc2)n1,7.346787486224656
1204,CHEMBL223366,45.0,nM,Nc1nc(OCCc2c[nH]c3ccccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,7.346787486224656
1205,CHEMBL405789,45.0,nM,Nc1nc(-c2ccco2)c2cnn(CC3CCCCC3)c2n1,7.346787486224656
1206,CHEMBL574490,45.2,nM,Cn1cc2c(nc(NC(=O)Cc3c(Cl)cccc3Cl)n3nc(-c4ccco4)nc23)n1,7.3448615651886175
1207,CHEMBL4640132,45.4,nM,Nc1nc(-c2ccc(OCCN3CCCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,7.342944147142896
1208,CHEMBL261085,45.5,nM,N#Cc1c(-c2ccccc2)nc(NC(=O)C2CC2)nc1-c1ccccc1,7.341988603342887
1209,CHEMBL1258642,45.7,nM,CS(=O)(=O)OCCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.34008379993015
1210,CHEMBL186113,46.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,7.337242168318426
1211,CHEMBL1170137,46.0,nM,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(NS(C)(=O)=O)cc3)sc12,7.337242168318426
1212,CHEMBL471975,46.0,nM,COc1ccc(CN(C)c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,7.337242168318426
1213,CHEMBL521082,46.0,nM,COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2ccccn2)n1,7.337242168318426
1214,CHEMBL1269898,46.0,nM,COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)NCc3cccc(OC)c3)ccc21,7.337242168318426
1215,CHEMBL2180940,46.1,nM,Cn1cc2c(nc(NCCc3ccccc3)n3nc(-c4ccco4)nc23)n1,7.336299074610352
1216,CHEMBL129903,46.1,nM,NCCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.336299074610352
1217,CHEMBL194728,46.3,nM,Cn1c(-n2nccn2)nc2c(N)ncnc21,7.334419008982047
1218,CHEMBL574775,46.5,nM,CCCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,7.332547047110046
1219,CHEMBL573771,46.9,nM,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.328827157284917
1220,CHEMBL510696,47.0,nM,COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-c2cccs2)n1,7.327902142064282
1221,CHEMBL595174,47.0,nM,Cc1csc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)n1,7.327902142064282
1222,CHEMBL458232,47.0,nM,COC[C@@H]1CCC(C)N1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,7.327902142064282
1223,CHEMBL4279509,47.6,nM,CNc1ncc(C(=O)NCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,7.3223930472795065
1224,CHEMBL1221458,48.0,nM,Cc1noc(-c2sc(NC(=O)CC(C)C)nc2-c2ccccc2)n1,7.318758762624412
1225,CHEMBL260557,48.0,nM,Nc1nc(-c2ccco2)c2cn[nH]c2n1,7.318758762624412
1226,CHEMBL1270316,48.0,nM,CCCCNC(=O)c1ccc2c(c1)nc(NC(=O)c1cccc(C#N)c1)n2CCCOC,7.318758762624412
1227,CHEMBL1270415,48.0,nM,COCCCn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCCCC3)ccc21,7.318758762624412
1228,CHEMBL457881,48.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(O)cc3)cc2n(CCC)c1=O,7.318758762624412
1229,CHEMBL186403,48.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccc([N+](=O)[O-])cc5)nc43)[C@H](O)[C@@H]2O)n1,7.318758762624412
1230,CHEMBL599566,48.0,nM,CCc1cn([C@H]2C[C@@H](n3cnc4c(NCC(CC)CC)nc(NCCc5cn(CC)cn5)nc43)[C@H](O)[C@@H]2O)nn1,7.318758762624412
1231,CHEMBL259075,48.2,nM,CCCC(=O)Nc1nc(-c2ccccc2)c(C#N)c(-c2ccccc2)n1,7.31695296176115
1232,CHEMBL483487,48.4,nM,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,7.315154638355588
1233,CHEMBL333860,49.0,nM,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OCCC)cc3)nn12,7.309803919971486
1234,CHEMBL595405,49.0,nM,Cc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,7.309803919971486
1235,CHEMBL264436,49.0,nM,CN(C)c1nc(C(=O)c2cccs2)c2sccc2n1,7.309803919971486
1236,CHEMBL1411671,49.0,nM,Cc1ccccc1COC(=O)c1nn(-c2ccccc2)nc1N,7.309803919971486
1237,CHEMBL278197,49.0,nM,Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,7.309803919971486
1238,CHEMBL123462,49.0,nM,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(N(C)C)cc3)nn12,7.309803919971486
1239,CHEMBL378652,49.0,nM,CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4Cl)c3)[nH]c2n(CCC)c1=O,7.309803919971486
1240,CHEMBL3752868,49.3,nM,CNc1nc(N)n2nc(-c3ccco3)nc2n1,7.30715308072277
1241,CHEMBL3770782,49.3,nM,N#CCCCCC#Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,7.30715308072277
1242,CHEMBL2311741,49.4,nM,COc1cccc(-c2cc(NC(C)=O)nc(-c3cccc(OC)c3)n2)c1,7.306273051076353
1243,CHEMBL321441,49.5,nM,Nc1nc2ccccc2c2cn(-c3cccc(F)c3)nc12,7.305394801066432
1244,CHEMBL405614,49.8,nM,N#Cc1c(NC(=O)C2CC2)nc(-c2ccccc2)nc1-c1ccccc1,7.302770657240282
1245,CHEMBL1935746,50.0,nM,Nc1nc2cn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,7.301029995663981
1246,CHEMBL3087711,50.0,nM,Cn1c(-c2ccco2)nc2c(NC(=O)Cc3ccc(OCc4ccccc4)cc3)ncnc21,7.301029995663981
1247,CHEMBL465338,50.0,nM,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCc4ccncc4)nc32)c1,7.301029995663981
1248,CHEMBL1671929,50.0,nM,COc1cc(NC(=O)CC(C)(C)C)ccc1C(=O)Nc1nccs1,7.301029995663981
1249,CHEMBL1169934,50.0,nM,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C#N)cc3)sc12,7.301029995663981
1250,CHEMBL439447,50.0,nM,CSc1c2c(nc(NC(=O)Cc3ccc(CC(C)C)cc3)n3nc(-c4ccco4)nc23)nn1C,7.301029995663981
1251,CHEMBL446738,50.0,nM,COC[C@@H]1CCCN1c1cc(NC(C)=O)nc(-c2ccccn2)n1,7.301029995663981
1252,CHEMBL22881,50.0,nM,Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)NCC(=O)O)cc2)c2nc(-c3ccco3)nn12,7.301029995663981
1253,CHEMBL573325,50.0,nM,CSc1c2c(nc(NC(=O)Cc3ccc(OCC(C)C)cc3)n3nc(-c4ccco4)nc23)nn1C,7.301029995663981
1254,CHEMBL482011,50.0,nM,COC[C@H]1CCCN1c1cc(NC(=O)CC(C)C)nc(-n2nc(C)cc2C)n1,7.301029995663981
1255,CHEMBL261482,50.0,nM,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,7.301029995663981
1256,CHEMBL516154,50.0,nM,CCCn1c(=O)c2[nH]c(-c3ccccc3)c(O)c2n(CCC)c1=O,7.301029995663981
1257,CHEMBL112740,50.0,nM,CN(CCc1ccccc1)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.301029995663981
