,molecule_chembl_id,Ki,units,smiles,pKi
1789,CHEMBL553587,135.0,nM,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1.Cl.Cl,6.8696662315049934
1790,CHEMBL4291801,135.0,nM,Nc1cc(-c2ccccn2)c2oc(-c3ccco3)nc2c1,6.8696662315049934
1791,CHEMBL4464175,135.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(F)c(OC)c5)CC4)cc3)[nH]c2c1=O,6.8696662315049934
1792,CHEMBL2180910,136.0,nM,CC(O)CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.866461091629782
1793,CHEMBL4293454,137.0,nM,COc1ccc(CNc2ncc(C(=O)NC(c3ccccc3)c3ccccc3)c3nc(-c4ccco4)nn23)cc1OC,6.863279432843593
1794,CHEMBL4070286,138.0,nM,Nc1nc(-c2ccccc2)cn2c(=O)n(-c3ccc(O)cc3)nc12,6.860120913598763
1795,CHEMBL3677910,138.0,nM,O=C(c1ccc(C(=O)N(C2CCCCC2)C2CCCCC2)cc1)c1cnc2ccccn12,6.860120913598763
1796,CHEMBL260976,139.0,nM,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(C)c1=O,6.856985199745905
1797,CHEMBL164686,140.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,6.853871964321762
1798,CHEMBL4443090,140.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccccc5C)CC4)cc3)[nH]c2c1=O,6.853871964321762
1799,CHEMBL1672615,140.0,nM,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCC1,6.853871964321762
1800,CHEMBL468555,140.0,nM,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccco2)nc1N,6.853871964321762
1801,CHEMBL383714,140.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccccn3)n3nc(-c4ccco4)nc23)n1,6.853871964321762
1802,CHEMBL4455937,140.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)[nH]c2c1=O,6.853871964321762
1803,CHEMBL164905,140.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.853871964321762
1804,CHEMBL302765,140.0,nM,CCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,6.853871964321762
1805,CHEMBL371131,140.0,nM,Cc1ccc2c(O)c(C(=O)NCCc3ccccc3)cnc2n1,6.853871964321762
1806,CHEMBL380219,140.0,nM,CCCn1c(=O)c2nc(-c3cnn(Cc4ccccc4OC)c3)[nH]c2n(CCC)c1=O,6.853871964321762
1807,CHEMBL467386,140.0,nM,Cc1cccc(-c2cc(-c3ccco3)nc(N)c2C#N)c1,6.853871964321762
1808,CHEMBL278605,140.0,nM,Nc1nc2c(cnn2CCCc2ccc(S(=O)(=O)O)cc2)c2nc(-c3ccco3)nn12,6.853871964321762
1809,CHEMBL164381,140.0,nM,CCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,6.853871964321762
1810,CHEMBL2313284,140.8,nM,Cn1c(=O)c2c(nc(/C=C/c3ccc(Cl)cc3)n2C)n(C)c1=O,6.851397345193907
1811,CHEMBL4285036,141.0,nM,CNc1ncc(C(=O)NCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,6.85078088734462
1812,CHEMBL4560207,141.6,nM,COc1c(C(C)(C)C)cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1C(C)(C)C,6.84893674664625
1813,CHEMBL403704,142.0,nM,CCc1nc(-c2ncc[nH]2)c2sccc2n1,6.847711655616944
1814,CHEMBL1650372,142.0,nM,CCCC(=O)Nc1cc(-c2ccccc2F)nc(-c2ccccc2F)n1,6.847711655616944
1815,CHEMBL192,142.0,nM,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,6.847711655616944
1816,CHEMBL3314897,142.0,nM,CCOC(=O)c1cnc(NCc2ccc(OC)cc2)n2nc(-c3ccco3)nc12,6.847711655616944
1817,CHEMBL349019,143.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.844663962534938
1818,CHEMBL3754333,143.0,nM,CNc1nc(NC2CCCCC2)n2nc(-c3ccco3)nc2n1,6.844663962534938
1819,CHEMBL383643,143.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)c4cccc(C(=O)OC)c4)nc32)[C@H](O)[C@@H]1O,6.844663962534938
1820,CHEMBL4543948,143.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(C(=O)c5ccccc5)CC4)cc3)[nH]c2c1=O,6.844663962534938
1821,CHEMBL484899,144.0,nM,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O,6.84163750790475
1822,CHEMBL4165484,144.0,nM,COc1cccc(CNc2nc(N)c3nc(-c4ccc(C)o4)sc3n2)c1,6.84163750790475
1823,CHEMBL1672616,145.0,nM,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CCCC1,6.838631997765026
1824,CHEMBL457014,145.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc([N+](=O)[O-])cc3)c(O)c2n(CCC)c1=O,6.838631997765026
1825,CHEMBL2181971,145.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NCC4c5ccccc5-c5ccccc54)ncnc32)[C@H](O)[C@@H]1O,6.838631997765026
1826,CHEMBL486479,145.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccc(C(F)(F)F)cc5)CC4)cc3)[nH]c2c1=O,6.838631997765026
1827,CHEMBL3317579,146.0,nM,Nc1nc(CCCc2cccc(O)c2)nc2cn(-c3ccccc3)nc12,6.835647144215563
1828,CHEMBL601731,146.0,nM,CCc1cnn([C@H]2C[C@@H](n3cnc4c(NCC(c5ccccc5)c5ccccc5)nc(NCCc5cn(CC)cn5)nc43)[C@H](O)[C@@H]2O)c1,6.835647144215563
1829,CHEMBL193509,146.0,nM,Cc1ccc2c(O)c(C(=O)NCc3ccc(N)cc3)cnc2n1,6.835647144215563
1830,CHEMBL3797799,147.0,nM,Cc1ccc(-c2nc(N)c3nn(-c4ccccc4O)cc3n2)o1,6.8326826652518236
1831,CHEMBL3677918,147.0,nM,[C-]#[N+]c1ccc2ncc(-c3noc4cc(C(=O)N5CCOCC5)ccc34)n2c1,6.8326826652518236
1832,CHEMBL2181140,147.0,nM,CC(CCc1ccccc1)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.8326826652518236
1833,CHEMBL1270916,147.0,nM,Cn1c(NC(=O)c2cccc(C#N)c2)nc2cc(C(=O)N3CCCCC3)cnc21,6.8326826652518236
1834,CHEMBL3317576,147.0,nM,COc1cccc(CCCc2nc(N)c3nn(-c4ccccc4)cc3n2)c1,6.8326826652518236
1835,CHEMBL471614,147.0,nM,Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1,6.8326826652518236
1836,CHEMBL1079803,147.0,nM,O=C(Nc1ccc(-c2ccncc2Cl)c(-c2ccco2)n1)C1CC1,6.8326826652518236
1837,CHEMBL457418,148.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(OC)cc3)c(O)c2n(CCC)c1=O,6.8297382846050425
1838,CHEMBL1935749,148.0,nM,COc1ccc(NC(=O)Nc2nc3cn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,6.8297382846050425
1839,CHEMBL349240,148.0,nM,CCCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,6.8297382846050425
1840,CHEMBL204780,148.0,nM,CC(C)c1nc2[nH]c(-c3ccccc3)nc(-c3ccccc3)c-2n1,6.8297382846050425
1841,CHEMBL259524,149.0,nM,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21,6.826813731587726
1842,CHEMBL202189,149.0,nM,CCNC(=O)[C@H]1S[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.826813731587726
1843,CHEMBL352345,150.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,6.823908740944319
1844,CHEMBL576447,150.0,nM,CCn1cnc2c(N)nc(NCCc3ccccc3)nc21,6.823908740944319
1845,CHEMBL207434,150.0,nM,CCCn1c(=O)c2nc(-c3cnn(Cc4ccc(C(F)(F)F)cc4)c3)[nH]c2n(CCC)c1=O,6.823908740944319
1846,CHEMBL225459,150.0,nM,Nc1nc(OCCc2c[nH]c3cc(Br)ccc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.823908740944319
1847,CHEMBL1079804,150.0,nM,O=C(Nc1ccc(-c2ccncc2F)c(-c2ccco2)n1)C1CC1,6.823908740944319
1848,CHEMBL1383610,150.0,nM,Cc1ccc(COC(=O)c2nn(-c3ccccc3)nc2N)cc1,6.823908740944319
1849,CHEMBL3968812,150.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCC(=O)OC(C)(C)C)cc3)n3nc(-c4ccco4)nc23)n1,6.823908740944319
1850,CHEMBL3915716,151.0,nM,C#CCCCCC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.821023052706831
1851,CHEMBL375164,151.0,nM,COc1cc(-c2cc(-c3ccc(O)cc3)nc(N)c2C#N)ccc1O,6.821023052706831
1852,CHEMBL519813,152.0,nM,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O,6.818156412055227
1853,CHEMBL208160,152.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC)nc(C#CC(O)C4CCCC4)nc32)[C@H](O)[C@@H]1O,6.818156412055227
1854,CHEMBL1927424,153.0,nM,Nc1nc(N2CCNCC2)nc2nc(-c3ccco3)nn12.O=C(O)C(F)(F)F,6.815308569182401
1855,CHEMBL540156,153.0,nM,Nc1nc(NC(=O)c2ccncc2)c([N+](=O)[O-])c(-c2ccco2)n1,6.815308569182401
1856,CHEMBL596291,153.0,nM,COc1ccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)cc1,6.815308569182401
1857,CHEMBL1650389,153.0,nM,CCCC(=O)Nc1cc(-c2cccs2)nc(-c2cccs2)n1,6.815308569182401
1858,CHEMBL3317575,153.0,nM,COc1ccccc1CCCc1nc(N)c2nn(-c3ccccc3)cc2n1,6.815308569182401
1859,CHEMBL3827171,153.0,nM,OC[C@@H]1CCCN1c1ncnc2sc(Nc3cccc(Br)c3)nc12,6.815308569182401
1860,CHEMBL382357,153.0,nM,Cn1cc2c(nc(NC(=O)Nc3cc[n+]([O-])cc3)n3nc(-c4ccco4)nc23)n1,6.815308569182401
1861,CHEMBL407327,154.0,nM,CCNc1nc(-c2cccs2)c2sccc2n1,6.8124792791635365
1862,CHEMBL3317565,154.0,nM,Nc1nc(Cc2ccccc2F)nc2cn(-c3ccccc3)nc12,6.8124792791635365
1863,CHEMBL3926983,154.0,nM,COc1cccc(-c2cnc(N)nc2-c2ccccc2)c1,6.8124792791635365
1864,CHEMBL460171,154.0,nM,COC(C)CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.8124792791635365
1865,CHEMBL2181143,155.0,nM,Cn1cc2c(nc(NCCCO)n3nc(-c4ccco4)nc23)n1,6.809668301829708
1866,CHEMBL534489,155.0,nM,Cl.Cn1cc2c(nc(NC(=O)Nc3cccnc3)n3nc(-c4ccco4)nc23)n1,6.809668301829708
1867,CHEMBL594197,155.0,nM,Cc1ccc(-c2nc(N)nc(C(=O)NCc3ncccc3C)c2C)o1,6.809668301829708
1868,CHEMBL595863,155.0,nM,COc1ccc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)cc1,6.809668301829708
1869,CHEMBL21541,156.0,nM,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1,6.806875401645538
1870,CHEMBL573594,156.0,nM,Cn1cc2c(nc(NC(=O)Cc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.806875401645538
1871,CHEMBL387322,157.0,nM,CC(C)CC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.804100347590767
1872,CHEMBL102859,157.0,nM,CCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CC)c1=O,6.804100347590767
1873,CHEMBL2181142,157.0,nM,Cn1cc2c(nc(NCCO)n3nc(-c4ccco4)nc23)n1,6.804100347590767
1874,CHEMBL261667,158.0,nM,Cc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C#N)c(-c3ccccc3)n2)cc1,6.801342913045577
1875,CHEMBL203357,158.0,nM,CNC(=O)[C@H]1S[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.801342913045577
1876,CHEMBL508203,158.3,nM,O=C(NCc1ccccc1)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,6.800519085137644
1877,CHEMBL577588,159.0,nM,CC(C)CCn1cc2c(nc(NC(=O)C(c3ccccc3)c3ccccc3)n3nc(-c4ccco4)nc23)n1,6.798602875679549
1878,CHEMBL259704,159.0,nM,N#Cc1c(-c2ccccc2)nc(NC(=O)C2CCCC2)nc1-c1ccccc1,6.798602875679549
1879,CHEMBL2164819,160.0,nM,N#Cc1cnc(N)nc1-c1ccccc1,6.795880017344075
1880,CHEMBL1927632,160.0,nM,Nc1nc(N)n2nc(-c3ccco3)nc2n1,6.795880017344075
1881,CHEMBL3764249,160.0,nM,Nc1nc(C(=O)NCCc2ccccc2)c2cccc(F)c2n1,6.795880017344075
1882,CHEMBL3764945,160.0,nM,Nc1nc(C(=O)NCc2cccc3cccnc23)c2cccc(-c3cncnc3)c2n1,6.795880017344075
1883,CHEMBL1170526,160.0,nM,COc1ccc(N(CC(N)=O)C(C)=O)c2sc(NC(=O)c3ccc(F)cc3)nc12,6.795880017344075
1884,CHEMBL1950653,160.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O,6.795880017344075
1885,CHEMBL468831,160.0,nM,COc1ccc(-c2cc(-c3ccccc3)nc(N)c2C#N)cc1OC,6.795880017344075
1886,CHEMBL4467573,160.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cc(F)cc(OC)c5)CC4)cc3)[nH]c2c1=O,6.795880017344075
1887,CHEMBL164992,160.0,nM,COc1cccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)c1,6.795880017344075
1888,CHEMBL508555,160.0,nM,CN(Cc1ccco1)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,6.795880017344075
1889,CHEMBL352073,160.0,nM,CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.795880017344075
1890,CHEMBL596460,161.0,nM,CNc1ncnc2c1ncn2[C@@H]1S[C@H](C(=O)NC2CC2)[C@@H](O)[C@H]1O,6.79317412396815
1891,CHEMBL483469,161.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(Cl)c5)CC4)cc3)[nH]c2c1=O,6.79317412396815
1892,CHEMBL114832,161.0,nM,C=CCn1c(=O)c2c(nc3ccccn32)n(Cc2ccccc2)c1=O,6.79317412396815
1893,CHEMBL200835,161.0,nM,Nc1nc2ccc(Cl)cc2n2nc(-c3ccccc3)nc12,6.79317412396815
1894,CHEMBL459772,161.0,nM,O=C(Nc1nc(-c2ccccc2)nc2c1nnn2Cc1ccccc1)c1ccoc1,6.79317412396815
1895,CHEMBL209230,162.0,nM,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)nc2c1=O,6.790484985457369
1896,CHEMBL455986,162.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(N)cc3)cc2n(CCC)c1=O,6.790484985457369
1897,CHEMBL261453,163.0,nM,CNc1nc(C#C[C@@H](O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.787812395596042
1898,CHEMBL1081041,163.0,nM,O=C(Nc1ccc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,6.787812395596042
1899,CHEMBL559990,164.0,nM,CCCOc1cncc2[nH]c3c(=O)n(CCC)c(=O)n(CCC)c3c12,6.785156151952302
1900,CHEMBL3414943,164.0,nM,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N[C@H]5C[C@@H]6CC[C@@H]5C6)nc(Cl)nc43)[C@H](O)[C@@H]2O)n1,6.785156151952302
1901,CHEMBL510409,166.0,nM,CCCn1c(=O)c2[nH]c(-c3ccc(N)cc3)c(O)c2n(CCC)c1=O,6.779891911959945
1902,CHEMBL487497,167.0,nM,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1,6.777283528852417
1903,CHEMBL424869,167.0,nM,CCCc1nc2[nH]c(-c3ccccc3)nc(-c3ccccc3)c-2n1,6.777283528852417
1904,CHEMBL2181153,168.0,nM,CCCCCNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.774690718274137
1905,CHEMBL1950555,168.0,nM,COc1cc(OC)cc([C@@H](CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ccccc2C)c1,6.774690718274137
1906,CHEMBL387440,168.0,nM,CCCn1c(=O)c2nc([C@H]3CC[C@H](C(=O)NCCN(C)C)CC3)[nH]c2n(CCC)c1=O,6.774690718274137
1907,CHEMBL4445941,168.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(OCCO)cc5)CC4)cc3)[nH]c2c1=O,6.774690718274137
1908,CHEMBL4458117,169.0,nM,Cl.Cn1cc2c(nc(NCCCCN)n3nc(-c4ccco4)nc23)n1,6.772113295386326
1909,CHEMBL4276999,169.0,nM,CNc1ncc(C(=O)NCCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,6.772113295386326
1910,CHEMBL406788,169.0,nM,Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,6.772113295386326
1911,CHEMBL563034,170.0,nM,COc1ccccc1C(=O)Nc1nc(N)nc(-c2ccco2)c1[N+](=O)[O-],6.769551078621726
1912,CHEMBL97757,170.0,nM,Oc1cc(-c2ccccc2)nc2nc(F)ccc12,6.769551078621726
1913,CHEMBL1172274,170.0,nM,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)OC)cc3)sc12,6.769551078621726
1914,CHEMBL39898,170.0,nM,Cn1c(=O)c2c(cc(/C=C/c3ccccc3)n2C)n(C)c1=O,6.769551078621726
1915,CHEMBL3677905,171.0,nM,[C-]#[N+]c1ccc2ncc(C(=O)c3ccc(C(=O)N(CC)C4CCCCC4)cc3)n2c1,6.767003889607846
1916,CHEMBL3677912,171.0,nM,O=C(c1ccc(C(=O)N2CCCc3ccccc32)cc1)c1cnc2ccccn12,6.767003889607846
1917,CHEMBL131280,171.0,nM,OC[C@H]1O[C@@H](n2cnc3c(NC4CCC[C@@H]4O)nc(Cl)nc32)[C@H](O)[C@@H]1O,6.767003889607846
1918,CHEMBL3931329,171.0,nM,COc1ccc(CNc2nc(N)c3nc(-c4ccco4)sc3n2)cc1,6.767003889607846
1919,CHEMBL405479,172.0,nM,OCCNc1nc(-c2cccs2)c2sccc2n1,6.764471553092451
1920,CHEMBL3981200,172.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCCN)cc3)n3nc(-c4ccco4)nc23)n1,6.764471553092451
1921,CHEMBL3754336,173.0,nM,CNc1nc(NCc2ccccc2)n2nc(-c3ccco3)nc2n1,6.761953896871205
1922,CHEMBL4463100,173.0,nM,Nc1nc(N/N=C/c2cccc(OCc3ccccc3)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.761953896871205
1923,CHEMBL4648880,174.0,nM,Nc1nc(-c2ccc(OCCN3CCOCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,6.7594507517174005
1924,CHEMBL197103,175.0,nM,Cc1cccc(Nc2nc(-c3cccc(C#N)c3)c(-n3ccnc3C)s2)n1,6.756961951313706
1925,CHEMBL3963499,175.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)NCCCN)cc3)n3nc(-c4ccco4)nc23)n1,6.756961951313706
1926,CHEMBL577183,176.0,nM,C=Cn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,6.75448733218585
1927,CHEMBL304726,176.0,nM,C=CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,6.75448733218585
1928,CHEMBL222130,177.0,nM,CCc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,6.752026733638194
1929,CHEMBL1080497,177.0,nM,O=c1[nH][nH]c2nc(-c3ccco3)c(-c3ccncn3)cc12,6.752026733638194
1930,CHEMBL2180934,177.0,nM,COc1ccc(CNc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,6.752026733638194
1931,CHEMBL3753384,177.0,nM,c1coc(-c2nc3nc(NC4CCCCC4)nc(NC4CCCCC4)n3n2)c1,6.752026733638194
1932,CHEMBL3677914,177.0,nM,Cn1nc(-c2cnc3ccc(C(F)(F)F)cn23)c2ccc(C(=O)N3CCCCCC3)cc21,6.752026733638194
1933,CHEMBL1946298,178.0,nM,CCCC/C=C/c1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,6.7495799976911055
1934,CHEMBL223978,179.0,nM,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CCC1,6.747146969020107
1935,CHEMBL2391837,179.0,nM,CN(C)c1nc(N)nc(-c2sc(NC(=O)c3ccco3)nc2-c2ccccc2)n1,6.747146969020107
1936,CHEMBL1271016,179.0,nM,N#Cc1cccc(C(=O)Nc2nc3cc(C(=O)N4CCCCC4)cnc3n2C2CCOCC2)c1,6.747146969020107
1937,CHEMBL141154,180.0,nM,CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,6.7447274948966935
1938,CHEMBL167753,180.0,nM,Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,6.7447274948966935
1939,CHEMBL534936,180.0,nM,Cl.Cn1cc2c(nc(NC(=O)Nc3ccccn3)n3nc(-c4ccco4)nc23)n1,6.7447274948966935
1940,CHEMBL2113463,180.0,nM,Nc1nc(/N=N/c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,6.7447274948966935
1941,CHEMBL1760891,180.0,nM,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@@H]3CC[C@H](NCc4cccc(C(F)(F)F)c4)C3)sc12.O=C(O)C(F)(F)F,6.7447274948966935
1942,CHEMBL3929822,180.0,nM,COc1cccc2c(C(=O)N[C@H]3CCCc4cccnc43)nc(N)nc12,6.7447274948966935
1943,CHEMBL2070398,180.0,nM,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(=O)NCC(F)(F)F)[C@@H](O)[C@H]1O,6.7447274948966935
1944,CHEMBL1950657,180.0,nM,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](CC(=O)O)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,6.7447274948966935
1945,CHEMBL351211,180.0,nM,COc1ccccc1NC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.7447274948966935
1946,CHEMBL1671931,180.0,nM,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)c(Cl)c1,6.7447274948966935
1947,CHEMBL1094143,180.6,nM,O=C(Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12)c1ccccc1,6.743282254022513
1948,CHEMBL408936,181.0,nM,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21,6.7423214251308154
1949,CHEMBL3742158,181.0,nM,CCCn1c(-c2ccco2)nc2c(NCCCc3ccccc3)ncnc21,6.7423214251308154
1950,CHEMBL331946,181.0,nM,Nc1cccc2c1nc(N)c1nn(-c3ccc(O)cc3)c(=O)n12,6.7423214251308154
1951,CHEMBL1080513,181.0,nM,O=c1[nH]c(=O)c2cc(-c3ccncn3)c(-c3ccco3)nc2[nH]1,6.7423214251308154
1952,CHEMBL576017,182.0,nM,O=C(Cc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.739928612014925
1953,CHEMBL599387,182.0,nM,CCc1cnn([C@H]2C[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)c1,6.739928612014925
1954,CHEMBL3314884,183.0,nM,C=C(OCC)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12,6.73754891026957
1955,CHEMBL611955,183.0,nM,CCc1c(C(=O)NCc2ncccc2C)nc(N)nc1-c1ccc(C)o1,6.73754891026957
1956,CHEMBL1650152,183.0,nM,CCC(=O)Nc1nc(-c2ccc(SC)cc2)cc(-c2ccc(SC)cc2)n1,6.73754891026957
1957,CHEMBL194956,185.0,nM,Cc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,6.732828271596986
1958,CHEMBL2180916,185.0,nM,CONc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,6.732828271596986
1959,CHEMBL578649,186.0,nM,O=C(Cc1c(Cl)cccc1Cl)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,6.730487055782083
1960,CHEMBL3314901,187.0,nM,CCOC(=O)c1cnc(NCc2ccc(-c3ccccc3)cc2)n2nc(-c3ccco3)nc12,6.7281583934635005
1961,CHEMBL3677911,188.0,nM,CCN(C(=O)c1ccc(C(=O)c2cnc3ccccn23)cc1)c1ccccc1,6.7258421507363195
1962,CHEMBL502005,188.0,nM,O=C(Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12)c1ccncc1,6.7258421507363195
1963,CHEMBL388113,189.0,nM,O=C(Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1)C1CC1,6.723538195826755
1964,CHEMBL4521517,189.0,nM,Cn1c(=O)c2c(nc3n2CCCN3Cc2c(F)cccc2Cl)n(C)c1=O,6.723538195826755
1965,CHEMBL221486,189.0,nM,CC(C)Cc1nc2c(-c3ccccc3)cc(-c3ccccc3)nc2[nH]1,6.723538195826755
1966,CHEMBL4440526,189.0,nM,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C)c5)CC4)cc3)[nH]c2c1=O,6.723538195826755
